Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
98835,BA 35,CST-MUMBAI,RAVLI JN,FRIDAY,Weekday
98837,BA 37,CST-MUMBAI,RAVLI JN,TUESDAY,Weekday
98839,B 39,CST-MUMBAI,RAVLI JN,MONDAY,Weekday
98841,B 41,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98843,B 43,CST-MUMBAI,RAVLI JN,FRIDAY,Weekday
98845,B 45,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98847,B47,CST-MUMBAI,RAVLI JN,TUESDAY,Weekday
98849,B 49,CST-MUMBAI,RAVLI JN,MONDAY,Weekday
98851,B 51,CST-MUMBAI,RAVLI JN,FRIDAY,Weekday
98853,B 53,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98855,B 55,CST-MUMBAI,RAVLI JN,MONDAY,Weekday
98857,B 57,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98859,B59,CST-MUMBAI,RAVLI JN,THURSDAY,Weekday
98861,B61,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98863,B63,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98865,B 65,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98867,BA 67,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98869,B69,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98871,BA 71,CST-MUMBAI,RAVLI JN,THURSDAY,Weekday
98873,B 73,CST-MUMBAI,RAVLI JN,TUESDAY,Weekday
98875,B 75,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98877,B 77,CST-MUMBAI,RAVLI JN,SATURDAY,Weekend
98879,B 79,CST-MUMBAI,RAVLI JN,TUESDAY,Weekday
98881,B 81,CST-MUMBAI,RAVLI JN,FRIDAY,Weekday
98883,B 83,CST-MUMBAI,RAVLI JN,WEDNESDAY,Weekday
98885,B 85,CST-MUMBAI,RAVLI JN,FRIDAY,Weekday
98887,B 87,CST-MUMBAI,RAVLI JN,MONDAY,Weekday
