Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
107,SWV-MAO-VLNK,SAWANTWADI ROAD,MADGOAN JN.,SATURDAY,Weekend
108,VLNK-MAO-SWV,MADGOAN JN.,SAWANTWADI ROAD,FRIDAY,Weekday
128,MAO-KOP SPEC,MADGOAN JN.,CHHATRAPATI SHAHU MAHARAJ TERMINUS,FRIDAY,Weekday
290,PALACE ON WH,DELHI-SAFDAR JANG,DELHI-SAFDAR JANG,WEDNESDAY,Weekday
401,BSB BHARATDA,AURANGABAD,VARANASI JN.,SATURDAY,Weekend
421,LKO-SVDK FTR,LUCKNOW JN.,SHRI MATA VAISHNO DEVI KATRA,TUESDAY,Weekday
422,SVDK-LKO FTR,SHRI MATA VAISHNO DEVI KATRA,LUCKNOW JN.,MONDAY,Weekday
477,FTR TRAIN NO,SIRSA,SIRSA,SUNDAY,Weekend
502,RJPB-UMB FTR,RAJENDRANAGAR TERMINAL,AMBALA CANTT JN,MONDAY,Weekday
504,PNBE-BTI FTR,PATNA JN.,BATHINDA JN,WEDNESDAY,Weekday
506,PNBE-PTA FTR,PATNA JN.,PATIALA,FRIDAY,Weekday
557,RSD-PJP BSF,URKURA,PANJIPARA,WEDNESDAY,Weekday
22439,SVDK VANDEBHARAT,NEW DELHI,SHMATA VD KATRA,FRIDAY,Weekday
604,PNBE-ASR FTR,PATNA JN.,AMRITSAR JN.,THURSDAY,Weekday
1011,CSMT-NGP SF,CST-MUMBAI,NAGPUR JN.(CR),THURSDAY,Weekday
1037,LTT-SWV SPL,LOKMANYA TILAK TERMINUS,SAWANTWADI ROAD,TUESDAY,Weekday
1038,SWV-LTT SPL,SAWANTWADI ROAD,LOKMANYA TILAK TERMINUS,TUESDAY,Weekday
1045,LTT-KRMI SPL,LOKMANYA TILAK TERMINUS,KARMALI,THURSDAY,Weekday
1119,AJNI-KRMI SP,AJNI,KARMALI,MONDAY,Weekday
1120,KRMI-AJNI SP,KARMALI,AJNI,SUNDAY,Weekend
1122,KRMI-CSMT SP,KARMALI,CST-MUMBAI,FRIDAY,Weekday
1196,NGP-KRMI SPL,NAGPUR JN.(CR),KARMALI,SATURDAY,Weekend
1301,PUNE-MAJN WE,PUNE JN.,MANGALORE JN,MONDAY,Weekday
1302,MAJN-PUNE WE,MANGALORE JN,PUNE JN.,TUESDAY,Weekday
1442,DSJ-KK MTY S,DELHI-SAFDAR JANG,KHADKI,TUESDAY,Weekday
1655,PUNE-JBP SPL,PUNE JN.,JABALPUR,WEDNESDAY,Weekday
1656,JBP-PUNE SPL,JABALPUR,PUNE JN.,FRIDAY,Weekday
1705,BDTS-JBP SF,BANDRA TERMINUS,JABALPUR,FRIDAY,Weekday
1706,JBP-BDTS SF,JABALPUR,BANDRA TERMINUS,SATURDAY,Weekend
1707,JBP-ATT BI-W,JABALPUR,ATARI JN,THURSDAY,Weekday
1708,ATT-JBP BI-W,ATARI JN,JABALPUR,TUESDAY,Weekday
2025,CSMT-KRMI SF,CST-MUMBAI,KARMALI,TUESDAY,Weekday
2026,KRMI-CSMT SF,KARMALI,CST-MUMBAI,MONDAY,Weekday
2191,JBP-SRC SF S,JABALPUR,SANTRAGACHI JN.,TUESDAY,Weekday
2192,SRC-JBP SF S,SANTRAGACHI JN.,JABALPUR,WEDNESDAY,Weekday
2195,REWA-BPL SF,REWA,BHOPAL,THURSDAY,Weekday
2196,BPL-REWA SF,BHOPAL,REWA,MONDAY,Weekday
2515,TVC-SCL SPL,TRIVANDRUM CENTRAL,SILCHAR,WEDNESDAY,Weekday
2651,PLNI-POY EXP,PALANI,POLLACHI,MONDAY,Weekday
2652,POY-PLNI EXP,POLLACHI,PALANI,THURSDAY,Weekday
2731,HYB-JP HSP,HYDERABAD DECCAN,JAIPUR JN.,THURSDAY,Weekday
2732,JP-HYB SPECI,JAIPUR JN.,HYDERABAD DECCAN,MONDAY,Weekday
2821,PUNE-SRC AC,PUNE JN.,SANTRAGACHI JN.,FRIDAY,Weekday
2822,SRC-PUNE  AC,SANTRAGACHI JN.,PUNE JN.,FRIDAY,Weekday
2833,RJT-SRC SF A,RAJKOT,SANTRAGACHI JN.,THURSDAY,Weekday
2834,SRC-RJT SF A,SANTRAGACHI JN.,RAJKOT,SATURDAY,Weekend
2841,SRC MAS SPL,SANTRAGACHI JN.,CHENNAI CENTRAL,WEDNESDAY,Weekday
2842,MAS SRC SPL,CHENNAI CENTRAL,SANTRAGACHI JN.,WEDNESDAY,Weekday
2845,PUNE HTE SPL,PUNE JN.,HATIA,THURSDAY,Weekday
2846,HTE-PUNE SPL,HATIA,PUNE JN.,FRIDAY,Weekday
3101,KOAA PURI SP,KOLKATA,PURI,FRIDAY,Weekday
3102,PURI KOAA SP,PURI,KOLKATA,SUNDAY,Weekend
3301,ASN-DHN MEMU,ASANSOL MAIN,DHANBAD JN.,WEDNESDAY,Weekday
3302,DHN-ASN MEMU,DHANBAD JN.,ASANSOL MAIN,MONDAY,Weekday
3305,DHN-KUSUNDA,DHANBAD JN.,KUSUNDA,SATURDAY,Weekend
3306,KUSUNDA-DHN,KUSUNDA,DHANBAD JN.,FRIDAY,Weekday
3307,SZE-PLJE MEM,SONARDIH,PHULWARTANR,WEDNESDAY,Weekday
3308,PLJE-SZE MEM,PHULWARTANR,SONARDIH,FRIDAY,Weekday
3501,JSME-ANVT BI,JASIDIH JN.,ANAND VIHAR TERMINAL,SUNDAY,Weekend
3502,ANVT-JSME BI,ANAND VIHAR TERMINAL,JASIDIH JN.,SATURDAY,Weekend
4401,ANVT-UHP EXP,ANAND VIHAR TERMINAL,SHRI MATA VAISHNO DEVI KATRA,THURSDAY,Weekday
4402,UHP-ANVT EXP,SHRI MATA VAISHNO DEVI KATRA,ANAND VIHAR TERMINAL,THURSDAY,Weekday
4409,DLI-SVDK SPL,DELHI JN.,SHRI MATA VAISHNO DEVI KATRA,SUNDAY,Weekend
4410,SVDK-DLI SPL,SHRI MATA VAISHNO DEVI KATRA,DELHI JN.,WEDNESDAY,Weekday
4419,MAO-NZM WINT,MADGOAN JN.,HAZRAT NIZAMUDDIN JN,SUNDAY,Weekend
4420,NZM-MAO WINT,HAZRAT NIZAMUDDIN JN,MADGOAN JN.,WEDNESDAY,Weekday
4735,BKN - HW EXP,BIKANER JN.,HARIDWAR JN,SUNDAY,Weekend
4736,HW - BKN EXP,HARIDWAR JN,BIKANER JN.,TUESDAY,Weekday
4767,HMH-SGNR SPL,HANUMANGARH JN.,SHRI GANGANAGAR,SUNDAY,Weekend
4768,SGNR-HMH SPL,SHRI GANGANAGAR,HANUMANGARH JN.,WEDNESDAY,Weekday
4769,HMH SGNR PAS,HANUMANGARH JN.,SHRI GANGANAGAR,MONDAY,Weekday
4770,SGNR HMH PAS,SHRI GANGANAGAR,HANUMANGARH JN.,THURSDAY,Weekday
4771,SDLP-SGNR SP,SADULPUR JN,SHRI GANGANAGAR,TUESDAY,Weekday
4772,SGNR-SDLP SP,SHRI GANGANAGAR,SADULPUR JN,TUESDAY,Weekday
4773,SGNR SOG SPL,SHRI GANGANAGAR,SURATGARH JN.,TUESDAY,Weekday
4774,SOG SGNR SPL,SURATGARH JN.,SHRI GANGANAGAR,SUNDAY,Weekend
4801,PBC MKN PASS,PARVATSAR CITY,MAKRANA JN.,THURSDAY,Weekday
4802,MKN PBC PASS,MAKRANA JN.,PARVATSAR CITY,SATURDAY,Weekend
4831,JU HW SPL,JODHPUR JN.,HARIDWAR JN,SUNDAY,Weekend
4832,HW JU SPL,HARIDWAR JN,JODHPUR JN.,WEDNESDAY,Weekday
4851,MTD RTGH SPL,MERTA ROAD JN.,RATANAGARH JN,THURSDAY,Weekday
4852,RTGH MTD SPL,RATANAGARH JN,MERTA ROAD JN.,MONDAY,Weekday
4853,RTGH CUR SPL,RATANAGARH JN,CHURU,MONDAY,Weekday
4854,CUR RTGH SPL,CHURU,RATANAGARH JN,MONDAY,Weekday
4921,SRE-UMB MEMU,SAHARANPUR JN.,AMBALA CANTT JN,TUESDAY,Weekday
4922,UMB-SRE MEMU,AMBALA CANTT JN,SAHARANPUR JN.,TUESDAY,Weekday
4991,PTK-JAT DEMU,PATHANKOT JN.,JAMMU TAWI,WEDNESDAY,Weekday
4992,JAT-PTK DEMU,JAMMU TAWI,PATHANKOT JN.,SUNDAY,Weekend
5061,GKP - BNY SP,GORAKHPUR JN.,BARHNI,WEDNESDAY,Weekday
5062,BNY - GKP SP,BARHNI,GORAKHPUR JN.,MONDAY,Weekday
5065,CPR-LJN,CHHAPRA JN.,LUCKNOW JN.,THURSDAY,Weekday
5066,LJN-CPR-EXP,LUCKNOW JN.,CHHAPRA JN.,SATURDAY,Weekend
5105,GKP-BST SPL,GORAKHPUR JN.,BASTI,WEDNESDAY,Weekday
5106,BST-GKP SPL,BASTI,GORAKHPUR JN.,MONDAY,Weekday
5305,CPA-FBD EXP,KANPUR ANWARGANJ,FARRUKHABAD JN,THURSDAY,Weekday
5306,FBD- CPA EXP,FARRUKHABAD JN,KANPUR ANWARGANJ,SATURDAY,Weekend
5309,BC-LKU SPL,BAREILLY CITY,LALKUA JN.,FRIDAY,Weekday
5310,LKU-BC EXP,LALKUA JN.,BAREILLY CITY,WEDNESDAY,Weekday
5521,JMP-SHC SPEC,JAMALPUR JN.,SAHARSA JN.,SATURDAY,Weekend
5522,SHC-JMP SPEC,SAHARSA JN.,JAMALPUR JN.,MONDAY,Weekday
5613,JLWC-KOTA SP,JHALAWAR CITY,KOTA,SUNDAY,Weekend
5614,KOTA-JLWC SP,KOTA,JHALAWAR CITY,SUNDAY,Weekend
5619,NLP - MZS PA,NORTH LAKHIMPUR,MURKEONG SELEK,THURSDAY,Weekday
5620,MZS - NLP PA,MURKEONG SELEK,NORTH LAKHIMPUR,TUESDAY,Weekday
5631,GHY - SCL PA,GUWAHATI,SILCHAR,WEDNESDAY,Weekday
5632,SCL - GHY PA,SILCHAR,GUWAHATI,FRIDAY,Weekday
5715,GAREEB NAWAZ,NEW JALPAIGURI JN,KISHANGANJ,MONDAY,Weekday
5716,GAREEB NAWAZ,KISHANGANJ,NEW JALPAIGURI JN,THURSDAY,Weekday
5719,KIR - SGUJ D,KATIHAR JN.,SILIGURI JN.,SATURDAY,Weekend
5720,SGUJ - KIR D,SILIGURI JN.,KATIHAR JN.,TUESDAY,Weekday
5863,RNY - RPAN P,RANGIYA JN.,RANGAPARA NORTH,SATURDAY,Weekend
5864,RPAN - RNY P,RANGAPARA NORTH,RANGIYA JN.,SATURDAY,Weekend
5865,RNY - MZS PA,RANGIYA JN.,MURKEONG SELEK,THURSDAY,Weekday
5866,MZS - RNY PA,MURKEONG SELEK,RANGIYA JN.,MONDAY,Weekday
6001,MS-TEN SPECI,CHENNAI EGMORE,TIRUNELVELI JN,FRIDAY,Weekday
6002,TEN - MS SPE,TIRUNELVELI JN,CHENNAI EGMORE,WEDNESDAY,Weekday
6006,ERS-MAS SPL,ERNAKULAM. JN,CHENNAI CENTRAL,TUESDAY,Weekday
6009,SRC-PDY SPL,SANTRAGACHI JN.,PONDICHERRY,TUESDAY,Weekday
6010,PDY-SRC SPL,PONDICHERRY,SANTRAGACHI JN.,MONDAY,Weekday
6041,MAS-QLN SPEC,CHENNAI CENTRAL,QUILON,MONDAY,Weekday
6042,QLN-MAS SPEC,QUILON,CHENNAI CENTRAL,THURSDAY,Weekday
6043,MAS-QLN SPL,CHENNAI CENTRAL,QUILON,SATURDAY,Weekend
6044,QLN-MAS  SPL,QUILON,CHENNAI CENTRAL,FRIDAY,Weekday
6046,QLN-MAS SPEC,QUILON,CHENNAI CENTRAL,TUESDAY,Weekday
6047,MAS-QLN SPL,CHENNAI CENTRAL,QUILON,FRIDAY,Weekday
6048,QLN- MAS SPL,QUILON,CHENNAI CENTRAL,TUESDAY,Weekday
6049,MS-QLN SPL F,CHENNAI EGMORE,QUILON,MONDAY,Weekday
6050,QLN-MS  SPL,QUILON,CHENNAI EGMORE,WEDNESDAY,Weekday
6053,KCVL-MAJN S/,KOCHUVELI,MANGALORE JN,SATURDAY,Weekend
6054,MAJN-KCVL S/,MANGALORE JN,KOCHUVELI,SUNDAY,Weekend
6057,SRC-MAS  SPL,SANTRAGACHI JN.,CHENNAI CENTRAL,FRIDAY,Weekday
6058,MAS-SRC  EXP,CHENNAI CENTRAL,SANTRAGACHI JN.,TUESDAY,Weekday
6065,CGL-MDU SPL,CHENGALPATTU,MADURAI JN,MONDAY,Weekday
6066,MDU-CGL SPL,MADURAI JN,CHENGALPATTU,TUESDAY,Weekday
6067,CGL-CBE TRI-,CHENGALPATTU,COIMBATORE  JN.,SUNDAY,Weekend
6068,CBE-CGL TRI-,COIMBATORE  JN.,CHENGALPATTU,SATURDAY,Weekend
6081,CBE-POY PASS,COIMBATORE  JN.,POLLACHI,FRIDAY,Weekday
6082,POY-CBE PASS,POLLACHI,COIMBATORE  JN.,THURSDAY,Weekday
6412,DSJ-PAY EZHI,DELHI-SAFDAR JANG,PAYYANUR,FRIDAY,Weekday
6512,MKM-BAND ONE,MARIKUPPAM,BANASWADI,WEDNESDAY,Weekday
6513,BWT-MKM-MEMU,BANGARPET JN.,MARIKUPPAM,SUNDAY,Weekend
6541,YPR-PVR WEEK,YESVANTPUR JN.,PANDHARPUR,SUNDAY,Weekend
6542,PVR-YPR WEEK,PANDHARPUR,YESVANTPUR JN.,WEDNESDAY,Weekday
6547,YPR-ERS WEEK,YESVANTPUR JN.,ERNAKULAM. JN,THURSDAY,Weekday
6548,ERS-YPR WEEK,ERNAKULAM. JN,YESVANTPUR JN.,WEDNESDAY,Weekday
6579,YPR-VSKP WKY,YESVANTPUR JN.,VISAKHAPATNAM,FRIDAY,Weekday
6580,VSKP-YPR WKY,VISAKHAPATNAM,YESVANTPUR JN.,TUESDAY,Weekday
6581,YPR-BGM TATK,YESVANTPUR JN.,BELGAUM,THURSDAY,Weekday
6582,BGM-YPR TATK,BELGAUM,YESVANTPUR JN.,MONDAY,Weekday
6591,YPR-HSRA PAS,YESVANTPUR JN.,HOSUR,MONDAY,Weekday
6592,HSRA-YPR PAS,HOSUR,YESVANTPUR JN.,TUESDAY,Weekday
6593,WFD-BYPL DEM,WHITE FIELD,BAIYYAPPANAHALLI,SUNDAY,Weekend
6594,BYPL-WFD DEM,BAIYYAPPANAHALLI,WHITE FIELD,SATURDAY,Weekend
6595,YPR-CBP PASS,YESVANTPUR JN.,DEVANHALLI,SATURDAY,Weekend
6596,CBP-YPR PASS,DEVANHALLI,YESVANTPUR JN.,TUESDAY,Weekday
6647,KRBA-BSP PAS,KORBA,BILASPUR JN.,FRIDAY,Weekday
6648,BSP-KRRBA PA,BILASPUR JN.,KORBA,FRIDAY,Weekday
6769,PGTN-PLNI PA,PALGHAT TOWN,PALANI,WEDNESDAY,Weekday
6770,PLNI-PGTN PA,PALANI,PALGHAT TOWN,THURSDAY,Weekday
6851,KIK-NCR DEMU,KARAIKAL,NAGORE,WEDNESDAY,Weekday
6852,NCR-KIK DEMU,NAGORE,KARAIKAL,SUNDAY,Weekend
6853,KIK-NCR PASS,KARAIKAL,NAGORE,THURSDAY,Weekday
6854,NCR-KIK PASS,NAGORE,KARAIKAL,MONDAY,Weekday
6919,UBL-BJP SPL,HUBLI JN.,BIJAPUR JN,SATURDAY,Weekend
6920,BJP-UBL SPL,BIJAPUR JN,HUBLI JN.,MONDAY,Weekday
7005,HYB-RXL,HYDERABAD DECCAN,RAXAUL JN.,SUNDAY,Weekend
7006,RXL-HYB,RAXAUL JN.,HYDERABAD DECCAN,SATURDAY,Weekend
7007,SC-DBG,SECUNDERABAD JN.,DARBHANGA JN.,SUNDAY,Weekend
7008,DBG-SC,DARBHANGA JN.,SECUNDERABAD JN.,WEDNESDAY,Weekday
7016,KCG-VSKP,KACHEGUDA,VISAKHAPATNAM,SATURDAY,Weekend
7044,VSKP HSP,TIRUPATI,VISAKHAPATNAM,MONDAY,Weekday
7061,COA-VLNK,KAKINADA PORT,VIJAYWADA JN.,TUESDAY,Weekday
7062,VLNK-BZA,VIJAYWADA JN.,KAKINADA PORT,FRIDAY,Weekday
7075,HYB-COA,SECUNDERABAD JN.,KAKINADA TOWN,WEDNESDAY,Weekday
7076,COA-HYB,KAKINADA TOWN,SECUNDERABAD JN.,THURSDAY,Weekday
7109,HYB-QLN,HYDERABAD DECCAN,QUILON,THURSDAY,Weekday
7110,QLN-HYB,QUILON,HYDERABAD DECCAN,MONDAY,Weekday
7113,KRMR-QLN,KARIM NAGAR,QUILON,WEDNESDAY,Weekday
7133,HYB-GNT-QLN,HYDERABAD DECCAN,QUILON,THURSDAY,Weekday
7134,QLN-GNT-HYB,QUILON,HYDERABAD DECCAN,SATURDAY,Weekend
7141,HYB-QLN,HYDERABAD DECCAN,QUILON,THURSDAY,Weekday
7142,QLN-HYB,QUILON,HYDERABAD DECCAN,SUNDAY,Weekend
7146,TPTY-KCG,TIRUPATI,KACHEGUDA,FRIDAY,Weekday
7149,SC-GHY HSP,SECUNDERABAD JN.,GUWAHATI,THURSDAY,Weekday
7211,CCT-QLN,KAKINADA TOWN,QUILON,TUESDAY,Weekday
7212,QLN-COA,QUILON,KAKINADA TOWN,FRIDAY,Weekday
7213,BZA-QLN,VIJAYWADA JN.,QUILON,FRIDAY,Weekday
7214,QLN-BZA,QUILON,VIJAYWADA JN.,TUESDAY,Weekday
7217,NS-QLN,NARASAPUR,QUILON,FRIDAY,Weekday
7218,QLN-NS,QUILON,NARASAPUR,MONDAY,Weekday
7410,TPTY-AK,TIRUPATI,AURANGABAD,SATURDAY,Weekend
7417,TPTY-NSL HSP,TIRUPATI,NAGARSOL,MONDAY,Weekday
7418,NSL-TPTY HSP,NAGARSOL,TIRUPATI,MONDAY,Weekday
7425,KCG--COA HSP,KACHEGUDA,KAKINADA PORT,SATURDAY,Weekend
7426,COA-KCG HSP,KAKINADA PORT,KACHEGUDA,SUNDAY,Weekend
7429,SC-TPTY,SECUNDERABAD JN.,TIRUPATI,WEDNESDAY,Weekday
7430,TPTY-SC,TIRUPATI,SECUNDERABAD JN.,THURSDAY,Weekday
7431,CCT-TPTY,KAKINADA TOWN,TIRUPATI,FRIDAY,Weekday
7432,TPTY-CCT,TIRUPATI,KAKINADA TOWN,TUESDAY,Weekday
7435,COA-HYB,KAKINADA TOWN,SECUNDERABAD JN.,SUNDAY,Weekend
7436,SC-COA,SECUNDERABAD JN.,KAKINADA TOWN,SATURDAY,Weekend
7438,KCG-TATA HSP,KACHEGUDA,TATANAGAR JN,TUESDAY,Weekday
7439,TATA-KCG HSP,TATANAGAR JN,KACHEGUDA,TUESDAY,Weekday
7487,TPTY-VSKP,TIRUPATI,VISAKHAPATNAM,WEDNESDAY,Weekday
7505,AWB-QLN,AURANGABAD,QUILON,WEDNESDAY,Weekday
7509,ADB-QLN,ADILABAD,QUILON,THURSDAY,Weekday
7517,BIDAR-PVR,BIDAR,PANDHARPUR,THURSDAY,Weekday
7525,NJP - NBQ DE,SILIGURI JN.,NEW BONGAIGAON  JN.,TUESDAY,Weekday
7526,NBQ - NJP DE,NEW BONGAIGAON  JN.,SILIGURI JN.,TUESDAY,Weekday
7603,KCG-KJM HSP,KACHEGUDA,KRISHNA RAJA PURAM,WEDNESDAY,Weekday
7604,KJM-KCG HSP,KRISHNA RAJA PURAM,KACHEGUDA,WEDNESDAY,Weekday
7607,NED-TPTY HOL,NANDED,TIRUPATI,SATURDAY,Weekend
7608,TPTY-NED,TIRUPATI,NANDED,MONDAY,Weekday
7613,SABARIMALAI,NIZAMABAD,QUILON,TUESDAY,Weekday
7614,SABARIMALAI,QUILON,NIZAMABAD,SUNDAY,Weekend
7644,TPTY SPL,KAKINADA TOWN,TIRUPATI,SUNDAY,Weekend
7645,RU-CCT,RENIGUNTA JN.,KAKINADA TOWN,THURSDAY,Weekday
7757,SC-BZA  SPL,SECUNDERABAD JN.,VIJAYWADA JN.,SUNDAY,Weekend
7758,BZA-SC  SPL,VIJAYWADA JN.,SECUNDERABAD JN.,TUESDAY,Weekday
7941,CCT-TPTY HSP,KAKINADA TOWN,RENIGUNTA JN.,MONDAY,Weekday
7942,TPTY-COASPL,TIRUPATI,KAKINADA TOWN,WEDNESDAY,Weekday
8001,KGP-JGM BI-W,KHARAGPUR,JHARGRAM,TUESDAY,Weekday
8002,JGM-KGP BI-W,JHARGRAM,KHARAGPUR,THURSDAY,Weekday
8014,MDN-KGP MEMU,MIDNAPORE,KHARAGPUR,MONDAY,Weekday
8017,KGP-JGM MEMU,KHARAGPUR,JHARGRAM,SUNDAY,Weekend
8018,JGM-KGP MEMU,JHARGRAM,KHARAGPUR,TUESDAY,Weekday
8035,BLS - KGP DE,KHARAGPUR,BALASORE,SATURDAY,Weekend
8036,BLS - KGP ME,BALASORE,KHARAGPUR,SUNDAY,Weekend
8051,KGP JGM MEMU,KHARAGPUR,JHARGRAM,THURSDAY,Weekday
8052,JGM KGP MEMU,JHARGRAM,KHARAGPUR,SATURDAY,Weekend
8061,SHM JP SPL W,SHALIMAR,JAIPUR JN.,FRIDAY,Weekday
8062,JP SHM SPL W,JAIPUR JN.,SHALIMAR,WEDNESDAY,Weekday
8063,KGP-BQA DEMU,KHARAGPUR,BANKURA,SUNDAY,Weekend
8064,BQA-KGP DEMU,BANKURA,KHARAGPUR,MONDAY,Weekday
8065,KGP-BQA MEMU,KHARAGPUR,BANKURA,TUESDAY,Weekday
8082,BQA-VSU MEMU,BANKURA,BISHNUPUR,SUNDAY,Weekend
8087,VSU-BQA MEMU,BISHNUPUR,BANKURA,WEDNESDAY,Weekday
8101,CBSA CKP DEM,CHAIBASA,CHAKARADHARPUR,FRIDAY,Weekday
8102,CKP-CBSA DEM,CHAKARADHARPUR,CHAIBASA,WEDNESDAY,Weekday
8301,SBP-BAND WEE,SAMBALPUR JN.,BANASWADI,SUNDAY,Weekend
8302,BAND-SBP WEE,BANASWADI,SAMBALPUR JN.,SUNDAY,Weekend
8403,PURI-SRC WEE,PURI,SANTRAGACHI JN.,SUNDAY,Weekend
8404,SRC-PURI WEE,SANTRAGACHI JN.,PURI,FRIDAY,Weekday
8501,VSKP SC WEEK,VISAKHAPATNAM,SECUNDERABAD JN.,WEDNESDAY,Weekday
8502,SC VSKP SPEC,SECUNDERABAD JN.,VISAKHAPATNAM,SUNDAY,Weekend
8511,KRDL-VSKP SP,KIRANDUL,VISAKHAPATNAM,FRIDAY,Weekday
8512,VSKP-KRDL SP,VISAKHAPATNAM,KIRANDUL,WEDNESDAY,Weekday
8567,VSKP-QLN BI-,VISAKHAPATNAM,QUILON,MONDAY,Weekday
8568,QLN-VSKP BI-,QUILON,VISAKHAPATNAM,WEDNESDAY,Weekday
8573,VSKP-TPTY WE,VISAKHAPATNAM,TIRUPATI,TUESDAY,Weekday
8574,TPTY-VSKP SP,TIRUPATI,VISAKHAPATNAM,TUESDAY,Weekday
8581,BPQ CAF PASS,BALHARSHAH,CHANDAFORT,FRIDAY,Weekday
8582,CAF BPQ SPL,CHANDAFORT,BALHARSHAH,TUESDAY,Weekday
8617,RNC ANVT SPL,RANCHI,ANAND VIHAR TERMINAL,MONDAY,Weekday
8618,ANVT RNC SPL,ANAND VIHAR TERMINAL,RANCHI,SUNDAY,Weekend
8627,HWH RNC SPL,HOWRAH JN.,RANCHI,SATURDAY,Weekend
8628,RNC HWH  SPL,RANCHI,HOWRAH JN.,FRIDAY,Weekday
8872,DURG-G PASS,DURG,GONDIA JN.,MONDAY,Weekday
9003,BDTS NZM  SF,BANDRA TERMINUS,HAZRAT NIZAMUDDIN JN,SATURDAY,Weekend
9004,NZM  BDTS SF,HAZRAT NIZAMUDDIN JN,BANDRA TERMINUS,MONDAY,Weekday
9005,BCT NDLS BI,MUMBAI CENTRAL,NEW DELHI,WEDNESDAY,Weekday
9006,NDLS BCT BI,NEW DELHI,MUMBAI CENTRAL,SUNDAY,Weekend
9011,BDTS BKN WEE,BANDRA TERMINUS,BIKANER JN.,THURSDAY,Weekday
9012,BKN BDTS WEE,BIKANER JN.,BANDRA TERMINUS,TUESDAY,Weekday
9433,BDTS GIMB WE,BANDRA TERMINUS,GANDHIDHAM JN.,WEDNESDAY,Weekday
9434,GIMB BDTS WE,GANDHIDHAM JN.,BANDRA TERMINUS,WEDNESDAY,Weekday
9621,AII BDTS SF,AJMER JN.,BANDRA TERMINUS,TUESDAY,Weekday
9622,BDTS AII SF,BANDRA TERMINUS,AJMER JN.,SATURDAY,Weekend
9721,JP UDZ SF SP,JAIPUR JN.,UDAIPUR CITY,FRIDAY,Weekday
9722,UDZ JP SF SP,UDAIPUR CITY,JAIPUR JN.,WEDNESDAY,Weekday
9761,SGNR-SOG SPL,SHRI GANGANAGAR,SURATGARH JN.,FRIDAY,Weekday
9809,KOTA-NZM DAI,KOTA,HAZRAT NIZAMUDDIN JN,SATURDAY,Weekend
9810,NZM-KOTA DAI,HAZRAT NIZAMUDDIN JN,KOTA,MONDAY,Weekday
10103,MANDOVI EXPR,CST-MUMBAI,MADGOAN JN.,THURSDAY,Weekday
10104,MANDOVI EXPR,MADGOAN JN.,CST-MUMBAI,MONDAY,Weekday
10111,KONKAN KANYA,CST-MUMBAI,MADGOAN JN.,FRIDAY,Weekday
10112,KONKAN KANYA,MADGOAN JN.,CST-MUMBAI,SATURDAY,Weekend
10215,MAO-ERS,MADGOAN JN.,ERNAKULAM. JN,TUESDAY,Weekday
10216,ERS-MAO SPL,ERNAKULAM. JN,MADGOAN JN.,WEDNESDAY,Weekday
11001,SNSI-PVR EXP,SAI NAGAR SHIRDI,PANDHARPUR,WEDNESDAY,Weekday
11002,PVR-SNSI EXP,PANDHARPUR,SAI NAGAR SHIRDI,SUNDAY,Weekend
11003,DR-SWV TUTAR,DADAR,SAWANTWADI ROAD,FRIDAY,Weekday
11004,SWV-DR TUTAR,SAWANTWADI ROAD,DADAR,FRIDAY,Weekday
11005,DR-PDY EXPRE,DADAR,PONDICHERRY,SATURDAY,Weekend
11006,CHALUKYA EXP,PONDICHERRY,DADAR,SATURDAY,Weekend
11007,DECCAN EXPRE,CST-MUMBAI,PUNE JN.,WEDNESDAY,Weekday
11008,DECCAN EXPRE,PUNE JN.,CST-MUMBAI,MONDAY,Weekday
11009,SINHAGAD EXP,CST-MUMBAI,PUNE JN.,THURSDAY,Weekday
11010,SINHAGAD EXP,PUNE JN.,CST-MUMBAI,SUNDAY,Weekend
11011,LTT-NED EXPR,LOKMANYA TILAK TERMINUS,NANDED,FRIDAY,Weekday
11012,NED-LTT  EXP,NANDED,LOKMANYA TILAK TERMINUS,MONDAY,Weekday
11013,COIMBATORE E,LOKMANYA TILAK TERMINUS,COIMBATORE  JN.,TUESDAY,Weekday
11014,LOKMANYA TT,COIMBATORE  JN.,LOKMANYA TILAK TERMINUS,WEDNESDAY,Weekday
11015,KUSHINAGAR E,LOKMANYA TILAK TERMINUS,GORAKHPUR JN.,SATURDAY,Weekend
11016,KUSHINAGAR E,GORAKHPUR JN.,LOKMANYA TILAK TERMINUS,SUNDAY,Weekend
11017,LTT-KIK WEEK,LOKMANYA TILAK TERMINUS,KARAIKAL,THURSDAY,Weekday
11018,KARAIKAL LTT,KARAIKAL,LOKMANYA TILAK TERMINUS,WEDNESDAY,Weekday
11019,KONARK EXPRE,CST-MUMBAI,BHUBANESWAR,FRIDAY,Weekday
11020,KONARK EXPRE,BHUBANESWAR,CST-MUMBAI,WEDNESDAY,Weekday
11021,DR-TEN EXPRE,DADAR,TIRUNELVELI JN,SATURDAY,Weekend
11022,TEN - DR EXP,TIRUNELVELI JN,DADAR,SATURDAY,Weekend
11023,SAHYADRI EXP,CST-MUMBAI,CHHATRAPATI SHAHU MAHARAJ TERMINUS,WEDNESDAY,Weekday
