Train_No,Train_Name,Source_Station_Name,Destination_Station_Name,days,Service_Category
23226,BJU - SHC EX,BARAUNI JN.,SAHARSA JN.,FRIDAY,Weekday
23345,BSB-SKTN LIN,CHOPAN,SHAKTINAGAR,FRIDAY,Weekday
23346,SKTN-BSB LIN,SHAKTINAGAR,CHOPAN,TUESDAY,Weekday
23347,SGRL-PNBE LI,SINGRAULI,GARWA ROAD JN.,FRIDAY,Weekday
23348,RJPB-SGRL LI,GARWA ROAD JN.,SINGRAULI,THURSDAY,Weekday
24041,NBD-KTW EXPR,NAJIBABAD JN.,KOTDWARA,FRIDAY,Weekday
24042,KTW-NBD,KOTDWARA,NAJIBABAD JN.,SATURDAY,Weekend
24227,VARUNA EXPRE,VARANASI JN.,KANPUR CENTRAL JN.,SATURDAY,Weekend
24228,VARUNA EXPRE,KANPUR CENTRAL JN.,VARANASI JN.,THURSDAY,Weekday
24369,TRIVENI EXPR,SHAKTINAGAR,BAREILLY JN.,FRIDAY,Weekday
24370,TRIVENI EXP,BAREILLY JN.,SHAKTINAGAR,WEDNESDAY,Weekday
24887,HW-UMB LINK,HARIDWAR JN,AMBALA CANTT JN,SUNDAY,Weekend
24888,UMB-HW  LINK,AMBALA CANTT JN,HARIDWAR JN,SUNDAY,Weekend
25013,CORBETT PARK,MORADABAD JN.,RAMNAGAR,SATURDAY,Weekend
25014,CORBETT PARK,RAMNAGAR,MORADABAD JN.,MONDAY,Weekday
25035,RAMNAGAR-DLI,MORADABAD JN.,RAMNAGAR,FRIDAY,Weekday
25036,RAMNAGAR-DLI,RAMNAGAR,MORADABAD JN.,MONDAY,Weekday
25201,SGL-NKE INTE,SAGAULI JN.,NARKATIAGANJ JN.,WEDNESDAY,Weekday
25202,NKE-SGL INTE,NARKATIAGANJ JN.,SAGAULI JN.,MONDAY,Weekday
25631,BKN - GHY EX,BIKANER JN.,MERTA ROAD JN.,THURSDAY,Weekday
25632,GHY - BKN EX,MERTA ROAD JN.,BIKANER JN.,MONDAY,Weekday
25657,KUNCHAN JUNG,SEALDAH,SILCHAR,SUNDAY,Weekend
25658,KUNCHAN JUNG,SILCHAR,SEALDAH,SATURDAY,Weekend
28181,BJU-KIR EXP,BARAUNI JN.,KATIHAR JN.,SATURDAY,Weekend
28182,KIR BJU EXPR,KATIHAR JN.,BARAUNI JN.,SUNDAY,Weekend
29019,NMH - KOTA E,MANDSOR,KOTA,SUNDAY,Weekend
29020,KOTA - MDS E,KOTA,MANDSOR,THURSDAY,Weekday
30111,BLN- BP  LOC,BALLYGUNGE JN.,BARRACKPORE,FRIDAY,Weekday
30112,BP - MJT LOC,BARRACKPORE,MAJERHAT,SATURDAY,Weekend
30116,BP-BBDB LOCA,BARRACKPORE,BENOY BADAL DINESH BAG,SUNDAY,Weekend
30121,MJT-NH LOCAL,NEW ALIPUR (CALCUTTA),NAIHATI JN.,SATURDAY,Weekend
30122,NH - MJT LOC,NAIHATI JN.,BALLYGUNGE JN.,SATURDAY,Weekend
30123,MJT - NH LOC,MAJERHAT,NAIHATI JN.,THURSDAY,Weekday
30128,KLYM - MJT L,KALYANI SIMANTA,NEW ALIPUR (CALCUTTA),FRIDAY,Weekday
30135,MJT-RHA LOCA,MAJERHAT,RANAGHAT JN.,MONDAY,Weekday
30142,GEDE - MJT L,GEDE,MAJERHAT,SUNDAY,Weekend
30145,BBD-KNJ,BENOY BADAL DINESH BAG,KRISHNA NAGAR CITY JN.,WEDNESDAY,Weekday
30152,NH - MJT LOC,NAIHATI JN.,MAJERHAT,MONDAY,Weekday
30154,NH - MJT LOC,NAIHATI JN.,MAJERHAT,TUESDAY,Weekday
30211,BBDB - DDJ L,BENOY BADAL DINESH BAG,DUM DUM JN.,FRIDAY,Weekday
30311,PPGT - BT LO,PRINCEP GHAT,BARASAT JN.,WEDNESDAY,Weekday
30312,BT -PPGT LOC,BARASAT JN.,MAJERHAT,FRIDAY,Weekday
30313,MJT-BT LOCAL,MAJERHAT,BARASAT JN.,FRIDAY,Weekday
30314,DTK-MJT LOCA,DATTAPUKUR,MAJERHAT,SATURDAY,Weekend
30317,MJT-DTK LOCA,MAJERHAT,DATTAPUKUR,MONDAY,Weekday
30321,MJT - HNB LO,MAJERHAT,HASANABAD,WEDNESDAY,Weekday
30322,HNB-BBDB LOC,HASANABAD,BENOY BADAL DINESH BAG,WEDNESDAY,Weekday
30324,HNB-PPGT LOC,HASANABAD,PRINCEP GHAT,SATURDAY,Weekend
30331,MJT- HB LOCA,MAJERHAT,HABRA,FRIDAY,Weekday
30332,HB - MJT LOC,HABRA,MAJERHAT,SUNDAY,Weekend
30333,MJT-HB  LOCA,MAJERHAT,HABRA,SATURDAY,Weekend
30342,BNJ - MJT LO,BANGAON JN.,MAJERHAT,FRIDAY,Weekday
30344,BNJ - MJT LO,BANGAON JN.,MAJERHAT,FRIDAY,Weekday
30346,BNJ-BBD LOCA,BANGAON JN.,MAJERHAT,WEDNESDAY,Weekday
30351,MJT - BT LOC,MAJERHAT,BARASAT JN.,MONDAY,Weekday
30353,MJT-DTK LOCA,MAJERHAT,DATTAPUKUR,THURSDAY,Weekday
30357,MJT-MMG LOCA,MAJERHAT,MADHYAM GRAM,WEDNESDAY,Weekday
30358,MMG-MJT LOCA,MADHYAM GRAM,MAJERHAT,SUNDAY,Weekend
30361,MJT - HNB LO,MAJERHAT,HASANABAD,SUNDAY,Weekend
30411,BBDB - SDAH,BENOY BADAL DINESH BAG,SEALDAH,MONDAY,Weekday
30412,SDAH - BBDB,SEALDAH,BENOY BADAL DINESH BAG,TUESDAY,Weekday
30413,BBDB - SDAH,BENOY BADAL DINESH BAG,SEALDAH,TUESDAY,Weekday
30414,SDAH - BBDB,SEALDAH,BENOY BADAL DINESH BAG,SUNDAY,Weekend
30416,SDAH - BBDB,SEALDAH,BENOY BADAL DINESH BAG,SUNDAY,Weekend
30451,KOAA-SDAH LO,BENOY BADAL DINESH BAG,SEALDAH,SUNDAY,Weekend
30452,SDAH-KOAA LO,SEALDAH,KOLKATA,FRIDAY,Weekday
30511,CHT - MJT LO,CHAMPAHATI,MAJERHAT,SATURDAY,Weekend
30552,MJT - GOF LO,MAJERHAT,GHUTIARI SHARIF,FRIDAY,Weekday
30612,BBDB - BRP L,KOLKATA,BARUIPUR JN.,MONDAY,Weekday
30711,LKPR - MJT L,LAKSHMIKANTAPUR,MAJERHAT,WEDNESDAY,Weekday
30712,MJT - LKPR,MAJERHAT,LAKSHMIKANTAPUR,FRIDAY,Weekday
31051,BGB-BP LOCAL,BUDGE BUDGE,NAIHATI JN.,MONDAY,Weekday
31053,BGB-NH LOCAL,BUDGE BUDGE,NAIHATI JN.,THURSDAY,Weekday
31055,BGB-NH LOCAL,BUDGE BUDGE,NAIHATI JN.,FRIDAY,Weekday
31111,SDAH-KWAE LO,SEALDAH,KATWA JN.,THURSDAY,Weekday
31112,KWAE-SDAH LO,KATWA JN.,SEALDAH,TUESDAY,Weekday
31151,SDAH - BWN L,SEALDAH,BARDDHAMAN JN.,MONDAY,Weekday
31152,BWN-SDAH LOC,BARDDHAMAN JN.,SEALDAH,THURSDAY,Weekday
31191,NH-KLYM LOCA,NAIHATI JN.,KALYANI SIMANTA,WEDNESDAY,Weekday
31192,KLYM - NH LO,KALYANI SIMANTA,NAIHATI JN.,MONDAY,Weekday
31211,SDAH-BP LOCA,SEALDAH,BARRACKPORE,SUNDAY,Weekend
31212,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SUNDAY,Weekend
31213,SDAH-BP LOCA,SEALDAH,BARRACKPORE,SUNDAY,Weekend
31214,BP-SDAH LOCA,BARRACKPORE,SEALDAH,WEDNESDAY,Weekday
31215,SDAH-BP LOCA,SEALDAH,BARRACKPORE,WEDNESDAY,Weekday
31216,BP-SDAH LOCA,BARRACKPORE,SEALDAH,WEDNESDAY,Weekday
31217,SDAH - BP LO,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31218,BP-SDAH LOCA,BARRACKPORE,SEALDAH,TUESDAY,Weekday
31219,SDAH - BP LO,SEALDAH,BARRACKPORE,TUESDAY,Weekday
31220,BP-SDAH LOCA,BARRACKPORE,SEALDAH,THURSDAY,Weekday
31221,SDAH - BP LO,SEALDAH,BARRACKPORE,WEDNESDAY,Weekday
31222,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SUNDAY,Weekend
31223,SDAH - BP LO,SEALDAH,BARRACKPORE,WEDNESDAY,Weekday
31224,BP-SDAH LOCA,BARRACKPORE,SEALDAH,THURSDAY,Weekday
31225,SDAH-BPLOCAL,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31226,BP -SDAH LOC,BARRACKPORE,SEALDAH,TUESDAY,Weekday
31227,SDAH - BP LO,SEALDAH,BARRACKPORE,SUNDAY,Weekend
31228,BP-SDAH LOCA,BARRACKPORE,SEALDAH,FRIDAY,Weekday
31229,SDAH - BP LO,SEALDAH,BARRACKPORE,TUESDAY,Weekday
31230,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SATURDAY,Weekend
31231,SDAH-BPLOCAL,SEALDAH,BARRACKPORE,MONDAY,Weekday
31232,BP -SDAH LOC,BARRACKPORE,SEALDAH,SUNDAY,Weekend
31233,SDAH-BP LOCA,SEALDAH,BARRACKPORE,TUESDAY,Weekday
31234,BP-SDAH LOCA,BARRACKPORE,SEALDAH,TUESDAY,Weekday
31235,SDAH - BP LO,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31236,BP-SDAH LOCA,BARRACKPORE,SEALDAH,TUESDAY,Weekday
31237,SDAH BP LOCA,SEALDAH,BARRACKPORE,SATURDAY,Weekend
31238,BP-SDAH LOCA,BARRACKPORE,SEALDAH,SATURDAY,Weekend
31239,SDAH - BP LO,SEALDAH,BARRACKPORE,TUESDAY,Weekday
31240,BP-SDAH,BARRACKPORE,SEALDAH,SUNDAY,Weekend
31241,SDAH -BP LOC,SEALDAH,BARRACKPORE,SUNDAY,Weekend
31261,BNXR - BP LO,KANKURGACHHI ROAD JN.,BARRACKPORE,SUNDAY,Weekend
31311,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,SUNDAY,Weekend
31312,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,FRIDAY,Weekday
31313,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31314,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,TUESDAY,Weekday
31315,SDAH-KLYM LO,SEALDAH,KALYANI SIMANTA,SATURDAY,Weekend
31316,KLYM - SDAH,KALYANI SIMANTA,SEALDAH,SUNDAY,Weekend
31317,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31318,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,MONDAY,Weekday
31319,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,MONDAY,Weekday
31320,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,MONDAY,Weekday
31321,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31322,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,TUESDAY,Weekday
31323,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,WEDNESDAY,Weekday
31324,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,THURSDAY,Weekday
31325,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,SATURDAY,Weekend
31326,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,MONDAY,Weekday
31327,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31328,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,WEDNESDAY,Weekday
31329,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31330,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,FRIDAY,Weekday
31331,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,SUNDAY,Weekend
31332,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,FRIDAY,Weekday
31333,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,TUESDAY,Weekday
31334,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,TUESDAY,Weekday
31335,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,SUNDAY,Weekend
31336,KLYM-SDAH LO,KALYANI SIMANTA,SEALDAH,WEDNESDAY,Weekday
31337,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,WEDNESDAY,Weekday
31338,KLYM-SDAH EM,KALYANI SIMANTA,SEALDAH,WEDNESDAY,Weekday
31339,SDAH - KLYM,SEALDAH,KALYANI SIMANTA,WEDNESDAY,Weekday
31411,SDAH -NH  LO,SEALDAH,NAIHATI JN.,THURSDAY,Weekday
31412,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,FRIDAY,Weekday
31413,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,THURSDAY,Weekday
31414,NH - SDAH LO,NAIHATI JN.,SEALDAH,THURSDAY,Weekday
31415,SDAH NH LOCA,SEALDAH,NAIHATI JN.,WEDNESDAY,Weekday
31416,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,FRIDAY,Weekday
31417,SDAH - NH LO,SEALDAH,NAIHATI JN.,SUNDAY,Weekend
31418,NH - SDAH LO,NAIHATI JN.,SEALDAH,TUESDAY,Weekday
31420,NH - SDAH LO,NAIHATI JN.,SEALDAH,SUNDAY,Weekend
31421,SDAH - NH LO,SEALDAH,NAIHATI JN.,FRIDAY,Weekday
31422,NH - SDAH LO,NAIHATI JN.,SEALDAH,MONDAY,Weekday
31423,SDAH - NH LO,SEALDAH,NAIHATI JN.,THURSDAY,Weekday
31424,NH - SDAH LO,NAIHATI JN.,SEALDAH,WEDNESDAY,Weekday
31425,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,MONDAY,Weekday
31426,NH - SDAH LO,NAIHATI JN.,SEALDAH,TUESDAY,Weekday
31427,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,FRIDAY,Weekday
31428,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,TUESDAY,Weekday
31429,SDAH - NH LO,SEALDAH,NAIHATI JN.,FRIDAY,Weekday
31430,NH - SDAH LO,NAIHATI JN.,SEALDAH,THURSDAY,Weekday
31431,SDAH - NH LO,SEALDAH,NAIHATI JN.,FRIDAY,Weekday
31432,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,FRIDAY,Weekday
31433,SDAH - NH LO,SEALDAH,NAIHATI JN.,WEDNESDAY,Weekday
31434,NH - SDAH LO,NAIHATI JN.,SEALDAH,MONDAY,Weekday
31435,SDAH - NH LO,SEALDAH,NAIHATI JN.,THURSDAY,Weekday
31436,NH - SDAH LO,NAIHATI JN.,SEALDAH,WEDNESDAY,Weekday
31437,SDAH - NH LO,SEALDAH,NAIHATI JN.,MONDAY,Weekday
31438,NH - SDAH LO,NAIHATI JN.,SEALDAH,TUESDAY,Weekday
31439,SDAH - NH LO,SEALDAH,NAIHATI JN.,WEDNESDAY,Weekday
31440,NH - SDAH LO,NAIHATI JN.,SEALDAH,SUNDAY,Weekend
31441,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,TUESDAY,Weekday
31442,NH - SDAH LO,NAIHATI JN.,SEALDAH,THURSDAY,Weekday
31443,SDAH - NH LO,SEALDAH,NAIHATI JN.,SUNDAY,Weekend
31444,NH - SDAH LO,NAIHATI JN.,SEALDAH,THURSDAY,Weekday
31445,SDAH - NH LO,SEALDAH,NAIHATI JN.,SUNDAY,Weekend
31446,NH - SDAH LO,NAIHATI JN.,SEALDAH,FRIDAY,Weekday
31447,SDAH-NH LOCA,SEALDAH,NAIHATI JN.,MONDAY,Weekday
31448,NH-SDAH LOCA,NAIHATI JN.,SEALDAH,TUESDAY,Weekday
31449,SDAH - NH LO,SEALDAH,NAIHATI JN.,WEDNESDAY,Weekday
31450,NH - SDAH LO,NAIHATI JN.,SEALDAH,MONDAY,Weekday
31451,SDAH - NH LO,SEALDAH,NAIHATI JN.,FRIDAY,Weekday
31471,SDAH - NH LO,KANKURGACHHI ROAD JN.,NAIHATI JN.,MONDAY,Weekday
31511,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,MONDAY,Weekday
31512,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31513,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,WEDNESDAY,Weekday
31514,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31515,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31516,STB - SDAH L,SHANTIPUR JN.,SEALDAH,MONDAY,Weekday
31517,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31518,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31519,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31520,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31521,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,FRIDAY,Weekday
31522,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31523,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31524,STB - SDAH L,SHANTIPUR JN.,SEALDAH,FRIDAY,Weekday
31525,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,FRIDAY,Weekday
31526,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31527,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,THURSDAY,Weekday
31528,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31529,SDAH-STB LOC,SEALDAH,SHANTIPUR JN.,SATURDAY,Weekend
31530,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31531,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,SATURDAY,Weekend
31532,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31533,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31534,STB - SDAH L,SHANTIPUR JN.,SEALDAH,THURSDAY,Weekday
31535,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,SUNDAY,Weekend
31536,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SATURDAY,Weekend
31537,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,FRIDAY,Weekday
31538,STB-SDAH LOC,SHANTIPUR JN.,SEALDAH,THURSDAY,Weekday
31539,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31540,STB - SDAH L,SHANTIPUR JN.,SEALDAH,SUNDAY,Weekend
31541,SDAH- STB LO,SEALDAH,SHANTIPUR JN.,TUESDAY,Weekday
31542,STB - SDAH L,SHANTIPUR JN.,SEALDAH,TUESDAY,Weekday
31571,RHA-KNJ LOCA,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,WEDNESDAY,Weekday
31584,KNJ-STB LOCA,KRISHNA NAGAR CITY JN.,SHANTIPUR JN.,FRIDAY,Weekday
31585,STB-KNJ LOCA,SHANTIPUR JN.,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31586,KNJ-STB LOCA,KRISHNA NAGAR CITY JN.,SHANTIPUR JN.,FRIDAY,Weekday
31601,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,FRIDAY,Weekday
31602,RHA - SDAH L,RANAGHAT JN.,SEALDAH,WEDNESDAY,Weekday
31611,SDAH-RHA  LO,SEALDAH,RANAGHAT JN.,TUESDAY,Weekday
31612,RHA - SDAH L,RANAGHAT JN.,SEALDAH,MONDAY,Weekday
31613,SDAH-RHA  LO,SEALDAH,RANAGHAT JN.,THURSDAY,Weekday
31614,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,SUNDAY,Weekend
31615,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,TUESDAY,Weekday
31616,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,FRIDAY,Weekday
31617,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,FRIDAY,Weekday
31618,RHA -SDAH LO,RANAGHAT JN.,SEALDAH,THURSDAY,Weekday
31619,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31620,RHA - SDAH L,RANAGHAT JN.,SEALDAH,WEDNESDAY,Weekday
31621,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,TUESDAY,Weekday
31622,RHA - SDAH L,RANAGHAT JN.,SEALDAH,MONDAY,Weekday
31623,SDAH - RHA L,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31624,RHA - SDAH L,RANAGHAT JN.,SEALDAH,THURSDAY,Weekday
31625,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,MONDAY,Weekday
31626,RHA - SDAH L,RANAGHAT JN.,SEALDAH,SUNDAY,Weekend
31627,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,TUESDAY,Weekday
31628,RHA - SDAH L,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31629,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,SATURDAY,Weekend
31630,RHA - SDAH L,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31631,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,MONDAY,Weekday
31632,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,SATURDAY,Weekend
31633,SDAH-RHA LOC,SEALDAH,RANAGHAT JN.,THURSDAY,Weekday
31634,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,MONDAY,Weekday
31636,RHA-SDAH LOC,RANAGHAT JN.,SEALDAH,MONDAY,Weekday
31711,NH - RHA LOC,NAIHATI JN.,RANAGHAT JN.,TUESDAY,Weekday
31712,RHA-NH LOCAL,RANAGHAT JN.,NAIHATI JN.,SUNDAY,Weekend
31713,NH-RHA  LOCA,NAIHATI JN.,RANAGHAT JN.,TUESDAY,Weekday
31714,RHA-NH LOCAL,RANAGHAT JN.,NAIHATI JN.,SATURDAY,Weekend
31721,RHA - KNJ LO,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,THURSDAY,Weekday
31722,KNJ -RHA LOC,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,SUNDAY,Weekend
31723,RHA-KNJ LOCA,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,FRIDAY,Weekday
31724,KNJ-RHALOCAL,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,TUESDAY,Weekday
31725,RHA - KNJ,RANAGHAT JN.,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31726,KNJ-RHA LOCA,KRISHNA NAGAR CITY JN.,RANAGHAT JN.,TUESDAY,Weekday
31741,RHA - GEDE L,RANAGHAT JN.,GEDE,FRIDAY,Weekday
31742,GEDE-RHA LOC,GEDE,RANAGHAT JN.,SATURDAY,Weekend
31743,RHA - GEDE L,RANAGHAT JN.,GEDE,THURSDAY,Weekday
31744,GEDE-RHA LOC,GEDE,RANAGHAT JN.,SUNDAY,Weekend
31745,RHA - GEDE L,RANAGHAT JN.,GEDE,SATURDAY,Weekend
31746,GEDE-RHA LOC,GEDE,RANAGHAT JN.,SUNDAY,Weekend
31747,RHA-GEDE LOC,RANAGHAT JN.,GEDE,SATURDAY,Weekend
31748,GEDE-RHA LOC,GEDE,RANAGHAT JN.,THURSDAY,Weekday
31749,RHA -GEDE LO,RANAGHAT JN.,GEDE,TUESDAY,Weekday
31750,GEDE-RHA LOC,GEDE,RANAGHAT JN.,SUNDAY,Weekend
31751,RHA -GEDE LO,RANAGHAT JN.,GEDE,SUNDAY,Weekend
31752,GEDE-RHA LOC,GEDE,RANAGHAT JN.,MONDAY,Weekday
31753,RHA -GEDE LO,RANAGHAT JN.,GEDE,FRIDAY,Weekday
31754,GEDE-RHA LOC,GEDE,RANAGHAT JN.,MONDAY,Weekday
31755,RHA-GEDE LOC,RANAGHAT JN.,GEDE,MONDAY,Weekday
31756,GEDE-RHA LOC,GEDE,RANAGHAT JN.,MONDAY,Weekday
31757,RHA-GXD LOCA,RANAGHAT JN.,GEDE,THURSDAY,Weekday
31758,GEDE-RHA LOC,GEDE,RANAGHAT JN.,MONDAY,Weekday
31765,RHA-LGL EMU,RANAGHAT JN.,LALGOLA,TUESDAY,Weekday
31766,LGL-RHA EMU,LALGOLA,RANAGHAT JN.,SATURDAY,Weekend
31767,RHA-LGL EMU,RANAGHAT JN.,LALGOLA,WEDNESDAY,Weekday
31768,LGL - RHA PA,LALGOLA,RANAGHAT JN.,MONDAY,Weekday
31770,LGL-RHA EMU,LALGOLA,RANAGHAT JN.,WEDNESDAY,Weekday
31771,RHA -LGL EMU,RANAGHAT JN.,LALGOLA,SUNDAY,Weekend
31772,LGL - RHA EM,LALGOLA,RANAGHAT JN.,FRIDAY,Weekday
31781,RHA-STB LOCA,RANAGHAT JN.,SHANTIPUR JN.,THURSDAY,Weekday
31782,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,WEDNESDAY,Weekday
31783,RHA-STB LOCA,RANAGHAT JN.,SHANTIPUR JN.,THURSDAY,Weekday
31784,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,THURSDAY,Weekday
31786,STB-RHA LOCA,SHANTIPUR JN.,RANAGHAT JN.,SATURDAY,Weekend
31801,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31802,KNJ-SDAH LOC,KRISHNA NAGAR CITY JN.,SEALDAH,THURSDAY,Weekday
31811,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31812,KNJ - SDAJ L,KRISHNA NAGAR CITY JN.,SEALDAH,MONDAY,Weekday
31813,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31814,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31815,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,WEDNESDAY,Weekday
31816,KNJ - SDAH L,KRISHNA NAGAR CITY JN.,SEALDAH,THURSDAY,Weekday
31817,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,FRIDAY,Weekday
31818,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SUNDAY,Weekend
31819,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,FRIDAY,Weekday
31820,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SUNDAY,Weekend
31821,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31822,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,MONDAY,Weekday
31823,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31824,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31825,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
31826,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,THURSDAY,Weekday
31827,SDAH - KNJ L,SEALDAH,KRISHNA NAGAR CITY JN.,MONDAY,Weekday
31828,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,SATURDAY,Weekend
31829,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,TUESDAY,Weekday
31830,KNJ - SDAH,KRISHNA NAGAR CITY JN.,SEALDAH,WEDNESDAY,Weekday
31831,SDAH-KNJ LOC,SEALDAH,KRISHNA NAGAR CITY JN.,SATURDAY,Weekend
